area,country_code,dash_score_a,order_a,dash_score_b,order_b,total_dash_score,energy_distance,order_total,hdi_2013,gini_index,ghi_200913,gni_per_capita_current_us,"malnutrition_prevalence,_height_for_age_of_children_under_5","malnutrition_prevalence,_weight_for_age_of_children_under_5",sex,mean_bmi_lower_95_uncertainty_interval,mean_bmi_upper_95_uncertainty_interval,mean_bmi,number_of_people_who_are_undernourished_sn.itk.defc,prevalence_of_bmi_18.5_to_20_lower_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_upper_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_,prevalence_of_bmi_20_to_25_lower_95_uncertainty_interval,prevalence_of_bmi_20_to_25_upper_95_uncertainty_interval,prevalence_of_bmi_20_to_25_,prevalence_of_bmi_25_to_30_lower_95_uncertainty_interval,prevalence_of_bmi_25_to_30_upper_95_uncertainty_interval,prevalence_of_bmi_25_to_30_,prevalence_of_bmi_30_to_35_lower_95_uncertainty_interval,prevalence_of_bmi_30_to_35_upper_95_uncertainty_interval,prevalence_of_bmi_30_to_35_,prevalence_of_bmi_35_to_40_lower_95_uncertainty_interval,prevalence_of_bmi_35_to_40_upper_95_uncertainty_interval,prevalence_of_bmi_35_to_40_,prevalence_of_bmi_40_lower_95_uncertainty_interval,prevalence_of_bmi_40_upper_95_uncertainty_interval,prevalence_of_bmi_40_morbid_obesity,prevalence_of_bmi18.5_underweight,prevalence_of_bmi18.5_lower_95_uncertainty_interval,prevalence_of_bmi18.5_upper_95_uncertainty_interval,prevalence_of_bmi30_obesity,prevalence_of_bmi30_lower_95_uncertainty_interval,prevalence_of_bmi30_upper_95_uncertainty_interval,prevalence_of_bmi35_severe_obesity,prevalence_of_bmi35_lower_95_uncertainty_interval,prevalence_of_bmi35_upper_95_uncertainty_interval,prevalence_of_anemia_among_children_of_children_under_5_sh.anm.chld.zs,prevalence_of_anemia_among_nonpregnant_women_of_women_ages_1549_sh.anm.nprg.zs,prevalence_of_anemia_among_pregnant_women_sh.prg.anem,prevalence_of_anemia_among_women_of_reproductive_age_of_women_ages_1549_sh.anm.allw.zs,prevalence_of_overweight_of_adults_sh.sta.owad.zs,prevalence_of_overweight_of_children_under_5_sh.sta.owgh.zs,"prevalence_of_severe_wasting,_weight_for_height_of_children_under_5_sh.svr.wast.zs",prevalence_of_undernourishment_of_population_sn.itk.defc.zs,prevalence_of_wasting_of_children_under_5_sh.sta.wast.zs
Paraguay,PRY,15,148,14,156,29,229,177,0.695,47.9,5.7,5550,,,Men,23.9197649,28.83996415,26.36,800000,0.020392559,0.073290506,0.042206451,0.342259081,0.485499126,0.412951108,0.293835075,0.446251356,0.369858489,0.071545028,0.20359641,0.129661462,0.006648774,0.061300233,0.025310199,0.000931389,0.022070359,0.006733553,0.013278738,0.003001724,0.035641566,0.161705214,0.100611605,0.236933626,0.032043751,0.011360337,0.070604199,24.1,20.2,32.1,20.8,51.5,,,12.3,
Paraguay,PRY,15,148,14,156,29,229,177,0.695,47.9,5.7,5550,,,Women,23.39238296,30.0491773,26.75,800000,0.030224561,0.089624511,0.055458801,0.325303617,0.458393759,0.391008905,0.241750859,0.370178559,0.303442184,0.083077518,0.216085095,0.143596021,0.021857021,0.114383237,0.058892288,0.004934764,0.066182503,0.024443854,0.023157947,0.006463917,0.05541345,0.226932163,0.154308246,0.308415095,0.083336142,0.038133686,0.147583667,24.1,20.2,32.1,20.8,51.5,,,12.3,
Peru,PER,18,66,19,73,37,342,48,0.736,43.9,13.1,6250,17.5,3.5,Men,25.64447183,26.31285726,25.98,2800000,0.020627132,0.048844071,0.033093022,0.355026763,0.470652609,0.41273559,0.343044598,0.457501648,0.399844468,0.08653073,0.164016138,0.124589165,0.0085948,0.029095215,0.016942713,0.0012244,0.006717078,0.00327517,0.009519872,0.00508152,0.015731677,0.144807048,0.106273193,0.185977746,0.020217883,0.011358902,0.032820709,35.1,19,26.1,19.3,55.8,,0.1,9.3,0.4
Peru,PER,18,66,19,73,37,342,48,0.736,43.9,13.1,6250,17.5,3.5,Women,26.65058967,27.28915674,26.97,2800000,0.022626109,0.04861971,0.034043794,0.299938574,0.40156483,0.349610387,0.31798072,0.412747733,0.364233247,0.13483554,0.212750354,0.172733351,0.033735942,0.072890719,0.051472414,0.007427174,0.022805639,0.013728306,0.014178501,0.008644164,0.021409279,0.237934071,0.198210077,0.280406069,0.06520072,0.046414616,0.08804637,35.1,19,26.1,19.3,55.8,,0.1,9.3,0.4
Philippines,PHL,14,172,19,81,33,215,112,0.685,,,3300,30.3,19.9,Men,22.06634385,23.38033744,22.72,14000000,0.089492682,0.190274239,0.135310863,0.436056272,0.564479014,0.501374738,0.15465231,0.25924084,0.204516275,0.021001719,0.064833593,0.039748977,0.001900445,0.011708871,0.005364081,0.000371816,0.004516318,0.001651853,0.112033214,0.063640846,0.171856354,0.04676491,0.027415628,0.07260606,0.007015934,0.003035129,0.013796962,19.5,16.2,32.5,17.1,25.9,5,,14.2,7.9
Philippines,PHL,14,172,19,81,33,215,112,0.685,,,3300,30.3,19.9,Women,22.5660132,24.11330472,23.35,14000000,0.092063982,0.17430662,0.130827404,0.392151031,0.499470452,0.445542146,0.172168058,0.257354114,0.212927625,0.035576577,0.084770211,0.057063798,0.0047403,0.019393508,0.010382715,0.00085553,0.00634853,0.002714126,0.140542185,0.092309349,0.196732222,0.070160639,0.047246336,0.099219894,0.013096841,0.006911466,0.022559907,19.5,16.2,32.5,17.1,25.9,5,,14.2,7.9
Poland,POL,14,176,15,141,29,1097,176,0.85,32.5,,13520,,,Men,26.86992704,27.54958622,27.21,1000000,0.013081837,0.030194931,0.0204585,0.270622376,0.361791435,0.314998706,0.379567415,0.47709454,0.428050568,0.142028982,0.224958287,0.181967956,0.025197247,0.061435865,0.041203654,0.003001005,0.012782416,0.006794884,0.006525733,0.003594843,0.010833377,0.229966494,0.187233594,0.273936604,0.047998538,0.031361651,0.069177744,24.6,23.8,25.4,23.9,57,,,2.5,
Poland,POL,14,176,15,141,29,1097,176,0.85,32.5,,13520,,,Women,25.56764207,26.4001698,25.98,1000000,0.042553466,0.086769203,0.062618901,0.344527998,0.444463871,0.394351968,0.249518896,0.340162157,0.294867875,0.115313021,0.195096879,0.152438073,0.033342486,0.077728035,0.053366602,0.009317102,0.031373738,0.018331976,0.024024606,0.013796234,0.03752561,0.224136651,0.18318124,0.267270247,0.071698578,0.050041386,0.098306038,24.6,23.8,25.4,23.9,57,,,2.5,
Portugal,PRT,19,57,9,200,28,1119,189,0.837,36.2,,21340,,,Men,25.58090044,27.03991216,26.32,300000,0.010107593,0.029510787,0.018100798,0.292394056,0.399375274,0.34469113,0.377864889,0.498843,0.438562356,0.111891885,0.208906361,0.158272743,0.014087331,0.051454465,0.029561704,0.001590358,0.01357957,0.00574164,0.005069628,0.002245682,0.009929487,0.193576087,0.144625125,0.246202947,0.035303344,0.018948088,0.058372446,11.9,14.9,24.4,15.1,55.9,,,2.5,
Portugal,PRT,19,57,9,200,28,1119,189,0.837,36.2,,21340,,,Women,24.55648891,26.27664652,25.43,300000,0.031209393,0.076786923,0.051020058,0.354567371,0.466739539,0.410772929,0.2587944,0.363511219,0.311110782,0.103734744,0.203205687,0.150504894,0.022660315,0.07738957,0.045778813,0.004617307,0.029197248,0.01359771,0.017214815,0.007986748,0.031465146,0.209881416,0.15840553,0.265141452,0.059376522,0.033837644,0.093164706,11.9,14.9,24.4,15.1,55.9,,,2.5,
Republic of Korea,KOR,18,71,16,118,34,980,99,0.893,,,25760,,,Men,24.06077332,24.46543246,24.27,1300000,0.051792494,0.090469424,0.069734771,0.52412837,0.604767504,0.564668934,0.256831908,0.332987218,0.294420552,0.026393263,0.052843197,0.038215256,0.001099752,0.003943079,0.002238505,7.33E-05,0.000444055,0.000203758,0.030518224,0.021077453,0.042143097,0.040657519,0.028719154,0.055525277,0.002442263,0.001275613,0.004158105,10.6,19.1,24.9,19.2,29.2,,,2.5,
Republic of Korea,KOR,18,71,16,118,34,980,99,0.893,,,25760,,,Women,22.85530209,23.38650472,23.12,1300000,0.092003444,0.15075541,0.11986238,0.519211313,0.600825131,0.561195336,0.185536416,0.254826741,0.219196905,0.02930707,0.056628636,0.041677425,0.003050615,0.008462759,0.005314005,0.000102712,0.000528577,0.000257231,0.052496718,0.037096142,0.071072207,0.047248661,0.034578122,0.062561361,0.005571236,0.003310102,0.008695877,10.6,19.1,24.9,19.2,29.2,,,2.5,
Republic of Moldova,MDA,15,142,17,109,32,360,131,0.693,28.5,9.6,2470,,,Men,25.7850271,27.26143228,26.52,,0.017075274,0.059003633,0.034045596,0.352887073,0.492169974,0.421547601,0.307571418,0.451226193,0.378611298,0.069962438,0.187936601,0.123077792,0.00806077,0.055375623,0.025408661,0.001192127,0.017168717,0.006044627,0.011264425,0.003529793,0.026472417,0.154531081,0.098141835,0.219786491,0.031453288,0.012509053,0.062832406,26,25.6,27.7,25.7,50.5,,,,
Republic of Moldova,MDA,15,142,17,109,32,360,131,0.693,28.5,9.6,2470,,,Women,26.66792812,28.23049747,27.45,,0.033726913,0.08753602,0.057352219,0.347494499,0.473373748,0.409940143,0.239193571,0.358217495,0.296048014,0.088450257,0.20432422,0.14178727,0.021586232,0.091389304,0.049626946,0.005942617,0.046737413,0.020394245,0.024851163,0.009651724,0.049388327,0.211808461,0.149132266,0.278270245,0.070021191,0.036069593,0.115950201,26,25.6,27.7,25.7,50.5,,,,
Romania,ROU,18,76,14,149,32,1004,135,0.8,36.9,<5,9250,,,Men,26.30336536,27.25336956,26.78,500000,0.0117747,0.034389793,0.021145845,0.273436343,0.384275692,0.327652008,0.355834306,0.479697404,0.418875806,0.12289474,0.232756691,0.174924735,0.017552695,0.06504651,0.037353285,0.003708454,0.023460846,0.010896207,0.009152113,0.003798852,0.017958402,0.223174227,0.168745851,0.282496594,0.048249492,0.026535468,0.077518697,25.4,24.8,26.8,24.9,56.1,,,2.5,
Romania,ROU,18,76,14,149,32,1004,135,0.8,36.9,<5,9250,,,Women,26.07293384,27.24355482,26.66,500000,0.035235352,0.084040936,0.057148506,0.349196581,0.464112076,0.405667686,0.247794113,0.354827745,0.300471265,0.100739838,0.20157399,0.148040219,0.025365962,0.083461196,0.049542303,0.006383508,0.035875533,0.017416466,0.021713554,0.010165064,0.038998908,0.214998988,0.161943444,0.273016717,0.066958769,0.039486829,0.102676995,25.4,24.8,26.8,24.9,56.1,,,2.5,
Russian Federation,RUS,16,129,14,155,30,1005,165,0.804,40.9,15.6,15200,,,Men,25.26309035,26.43214621,25.84,3600000,0.017340931,0.040984672,0.027533799,0.327996228,0.434484309,0.380812848,0.351170029,0.460499781,0.406448508,0.104074457,0.185218182,0.141504185,0.015648719,0.046419128,0.028898108,0.001777632,0.010730822,0.005098212,0.00970434,0.005225142,0.016424952,0.175500505,0.135472967,0.220766788,0.03399632,0.019912567,0.052023179,24.1,21.5,23.1,21.6,56,,,2.5,
Russian Federation,RUS,16,129,14,155,30,1005,165,0.804,40.9,15.6,15200,,,Women,26.04788368,27.39142946,26.74,3600000,0.032389422,0.071841617,0.049622446,0.304230026,0.412482379,0.357281555,0.246009896,0.344010683,0.295280135,0.129955098,0.224268651,0.176442995,0.044232921,0.101367047,0.070925721,0.014237068,0.047890402,0.028648348,0.0217988,0.01243049,0.03414421,0.276017064,0.226925874,0.328268932,0.099574069,0.068978276,0.133225637,24.1,21.5,23.1,21.6,56,,,2.5,
Rwanda,RWA,17,85,23,25,40,-129,12,0.503,45.1,<5,680,,,Men,20.70602644,21.58710817,21.15,3500000,0.125627676,0.251071225,0.182290877,0.477398991,0.617335053,0.546560983,0.091944085,0.179742607,0.132511723,0.006202634,0.028476896,0.015074925,0.000218962,0.00276918,0.000991846,4.14E-05,0.000943675,0.000298173,0.122271474,0.06716575,0.190358507,0.016364944,0.007419286,0.03001725,0.001290019,0.000398998,0.003139771,37.6,19.6,22.4,19.9,23.2,,,31.6,
Rwanda,RWA,17,85,23,25,40,-129,12,0.503,45.1,<5,680,,,Women,21.94279708,23.1100988,22.52,3500000,0.08301582,0.165798654,0.121168692,0.419225775,0.532626271,0.477184807,0.193398694,0.284961234,0.237856797,0.040139725,0.100796253,0.066656453,0.004984979,0.024668611,0.012494235,0.001346106,0.011208904,0.004667884,0.079971131,0.039647756,0.134354588,0.083818572,0.054816463,0.119116794,0.017162119,0.008477684,0.030408123,37.6,19.6,22.4,19.9,23.2,,,31.6,
Saint Kitts and Nevis,KNA,12,202,12,182,24,122,214,0.763,,,15890,,,Men,26.50353595,29.63292305,28.04,,0.034252593,0.112384015,0.067370566,0.379467363,0.529740313,0.45555851,0.228099653,0.374916415,0.300437423,0.054566328,0.163881366,0.100792719,0.008178728,0.059056354,0.026390853,0.003126898,0.038417559,0.014110752,0.035339178,0.011313405,0.075646268,0.141294324,0.087515607,0.207249014,0.040501605,0.016983816,0.079121697,,,,,50.2,,,,
Saint Kitts and Nevis,KNA,12,202,12,182,24,122,214,0.763,,,15890,,,Women,28.59756601,32.28761762,30.45,,0.027548195,0.081220166,0.050718736,0.264538177,0.39580538,0.328619522,0.235135002,0.365834243,0.29809787,0.097450315,0.232226763,0.158759102,0.035400094,0.140678811,0.078471739,0.018558513,0.112911687,0.054905556,0.030427475,0.010614996,0.065328244,0.292136397,0.215862804,0.375651058,0.133377295,0.074997715,0.209008037,,,,,50.2,,,,
Saint Lucia,LCA,17,100,12,178,29,235,180,0.733,,,8140,,,Men,28.28789398,29.86521853,29.1,,0.045391718,0.133175487,0.083770754,0.401068386,0.554529716,0.478072841,0.206929452,0.351587322,0.275979567,0.045393591,0.140196233,0.085623927,0.005188082,0.038203866,0.016886774,0.001520784,0.021155434,0.007479294,0.052186843,0.020859022,0.098005288,0.109989996,0.065430235,0.166126692,0.024366069,0.00997103,0.048058565,35.1,21,26,21.2,45.9,,,,
Saint Lucia,LCA,17,100,12,178,29,235,180,0.733,,,8140,,,Women,28.99482186,31.00515729,30,,0.029374848,0.087853879,0.054559928,0.280077897,0.417768656,0.349019182,0.234980087,0.364647818,0.298332006,0.094038636,0.218089565,0.15147203,0.03081222,0.1143811,0.06523397,0.015810763,0.086833929,0.042862126,0.038520758,0.016022719,0.074572892,0.259568125,0.190283826,0.333813425,0.108096096,0.062127541,0.167164146,35.1,21,26,21.2,45.9,,,,
Saint Vincent and the Grenadines,VCT,17,102,11,189,28,612,186,0.721,,,6380,,,Men,23.87613628,28.46276585,26.14,100000,0.030804736,0.099455868,0.060332679,0.34813371,0.497191563,0.422775462,0.255433903,0.402749003,0.326622204,0.06210821,0.179709231,0.114555803,0.007709517,0.061093938,0.026770241,0.001915247,0.034386674,0.011494036,0.037449574,0.01086825,0.08579849,0.152820081,0.094109208,0.223968403,0.038264277,0.015068773,0.07816176,32.8,23.6,27.7,23.7,52.7,,,6,
Saint Vincent and the Grenadines,VCT,17,102,11,189,28,612,186,0.721,,,6380,,,Women,24.87963214,31.23195864,28.07,100000,0.026005221,0.078378054,0.048121748,0.24604569,0.372823575,0.307635898,0.244786185,0.373954284,0.30759565,0.104079684,0.245506479,0.169102975,0.036503201,0.147750242,0.082322269,0.014561903,0.114629127,0.050727176,0.034494284,0.011652991,0.07612058,0.30215242,0.222922684,0.387852529,0.133049445,0.072449051,0.211170544,32.8,23.6,27.7,23.7,52.7,,,6,
Samoa,WSM,17,96,14,152,31,599,154,0.7,38.7,,3950,,,Men,29.76310772,30.96699365,30.35,100000,0.002746429,0.012315857,0.006411381,0.191209328,0.312156139,0.248625126,0.278718658,0.433685118,0.353618232,0.161856358,0.305824622,0.228118368,0.055006619,0.164621805,0.103368121,0.025820223,0.108247397,0.058782071,0.001076701,0.000258917,0.002754121,0.39026856,0.311042496,0.473463578,0.162150192,0.102894722,0.231484458,40.3,25.5,38.7,26.5,76.3,,,3.1,
Samoa,WSM,17,96,14,152,31,599,154,0.7,38.7,,3950,,,Women,33.18059834,34.65121469,33.94,100000,0.00473082,0.019211363,0.010598829,0.118655186,0.204236861,0.158533249,0.217858584,0.338609426,0.276775825,0.181257375,0.319601598,0.246460117,0.107173487,0.239271471,0.170234364,0.076313194,0.201519306,0.133209865,0.004187753,0.001339098,0.009255746,0.549904345,0.477257444,0.62149019,0.303444229,0.227341659,0.382550059,40.3,25.5,38.7,26.5,76.3,,,3.1,
Sao Tome and Principe,STP,17,90,20,60,37,44,46,0.56,,,1480,,,Men,23.08768076,24.61838772,23.86,100000,0.075415105,0.178405555,0.12124287,0.463549797,0.603441482,0.534090209,0.151972726,0.26719373,0.207770353,0.025849879,0.088248991,0.05105222,0.002194301,0.018553139,0.007611139,0.001385569,0.016430924,0.006155094,0.072078115,0.031828842,0.12802244,0.064818453,0.037528982,0.103674986,0.013766233,0.005462302,0.027065319,63.8,44.5,54.5,45.4,33.4,,,12.9,
Sao Tome and Principe,STP,17,90,20,60,37,44,46,0.56,,,1480,,,Women,24.63932136,26.49903107,25.55,100000,0.063165161,0.140698197,0.098133393,0.357896846,0.474111244,0.415595642,0.201023246,0.29928188,0.24911626,0.061611808,0.152550349,0.102682447,0.014299243,0.06214173,0.033356242,0.00831607,0.054026485,0.024718883,0.076397132,0.034865646,0.136877376,0.160757572,0.112485601,0.2186636,0.058075125,0.030247244,0.095590404,63.8,44.5,54.5,45.4,33.4,,,12.9,
Saudi Arabia,SAU,19,48,14,147,33,892,120,0.844,,14.4,25440,,,Men,27.37482886,28.4323661,27.9,1600000,0.013354454,0.033947703,0.022224124,0.234093414,0.325261042,0.279027377,0.335420628,0.440172312,0.387653463,0.153780858,0.248815757,0.199987306,0.038976322,0.096320043,0.064403405,0.01465594,0.05284688,0.029850109,0.016854217,0.009011633,0.028540254,0.29424082,0.242085457,0.347961001,0.094253514,0.063485912,0.132111864,38.3,41.4,44.8,41.6,68.1,,,5.5,
Saudi Arabia,SAU,19,48,14,147,33,892,120,0.844,,14.4,25440,,,Women,28.74760906,29.97389419,29.36,1600000,0.016812496,0.040489058,0.027180188,0.188181675,0.265474381,0.226267169,0.258639224,0.350617774,0.304128023,0.189260376,0.291695123,0.240292877,0.074456866,0.150692725,0.109777907,0.041425184,0.107815855,0.070993656,0.021360181,0.011757466,0.034526258,0.42106444,0.364971391,0.475022742,0.180771563,0.136050245,0.230308669,38.3,41.4,44.8,41.6,68.1,,,5.5,
Senegal,SEN,13,186,23,33,36,99,56,0.481,,<5,1330,19.2,16.8,Men,21.08664925,22.61077347,21.84,1800000,0.100909022,0.220365099,0.154596319,0.453535648,0.601260389,0.527685264,0.109253913,0.20511983,0.15421732,0.013784593,0.054063669,0.030131371,0.000730066,0.008223126,0.003124006,0.000456379,0.007415514,0.002561439,0.127684281,0.066446792,0.206824772,0.035816816,0.018476572,0.060772551,0.005685444,0.001974593,0.012416742,72.3,51.6,60,52.5,26.8,1.5,1.9,12.4,8.9
Senegal,SEN,13,186,23,33,36,99,56,0.481,,<5,1330,19.2,16.8,Women,23.11978356,24.84838334,23.99,1800000,0.075846487,0.157621715,0.113115868,0.373198186,0.485152737,0.428446017,0.18562062,0.2761306,0.229458182,0.051008892,0.12169463,0.082208843,0.01083393,0.046696117,0.02487515,0.004841036,0.031359787,0.014512274,0.107383666,0.056311862,0.172760244,0.121596268,0.08480587,0.165665601,0.039387424,0.020952483,0.065805663,72.3,51.6,60,52.5,26.8,1.5,1.9,12.4,8.9
Serbia,SRB,16,124,17,106,33,371,114,0.771,29,22.5,6050,,,Men,26.13263601,27.03248088,26.58,500000,0.011522489,0.032110396,0.020386646,0.283104919,0.38979845,0.334406068,0.377471207,0.494991511,0.435948666,0.117627229,0.217748539,0.165932819,0.016227271,0.055449249,0.032441089,0.001598745,0.01161056,0.005157298,0.005727414,0.002558249,0.010823964,0.203531207,0.154941902,0.257307805,0.037598388,0.020434842,0.061013835,25.1,25.2,27.9,25.3,55.7,,,6,
Serbia,SRB,16,124,17,106,33,371,114,0.771,29,22.5,6050,,,Women,24.91251521,26.31171054,25.62,500000,0.037258803,0.088067838,0.059617704,0.347651201,0.460530858,0.402968273,0.242494671,0.34468583,0.292648541,0.098625769,0.197864326,0.145811333,0.028854288,0.086517803,0.053155413,0.007510976,0.037872773,0.019327131,0.026471605,0.01298444,0.046287655,0.218293877,0.165730608,0.275041691,0.072482544,0.044183194,0.108512662,25.1,25.2,27.9,25.3,55.7,,,6,
Sierra Leone,SLE,14,165,21,49,35,47,81,0.419,,<5,650,37.9,18.1,Men,21.3157205,22.49552806,21.9,1700000,0.106002152,0.222534824,0.159704182,0.472946891,0.612177596,0.542612231,0.107788008,0.203536082,0.151762891,0.011634447,0.047448417,0.026318369,0.000964103,0.008935427,0.003600683,0.000919752,0.010738569,0.004025284,0.11197636,0.056728902,0.181973081,0.033944336,0.017765013,0.056641565,0.007625967,0.002968451,0.016009288,77.4,46.9,56.3,47.8,26.1,8.9,4.3,24.7,9.4
Sierra Leone,SLE,14,165,21,49,35,47,81,0.419,,<5,650,37.9,18.1,Women,22.74311951,24.22311905,23.48,1700000,0.075804476,0.158989972,0.113359164,0.381312842,0.493802113,0.43793455,0.183971202,0.272360914,0.226550458,0.050005523,0.124336997,0.082932441,0.010589015,0.044814845,0.024255874,0.005851425,0.037020097,0.017140757,0.097826757,0.049647881,0.160588465,0.124329071,0.084792641,0.170279481,0.041396631,0.021874574,0.068441724,77.4,46.9,56.3,47.8,26.1,8.9,4.3,24.7,9.4
Slovakia,SVK,14,179,9,204,23,586,216,0.844,28.1,,18140,,,Men,26.61540988,27.89436501,27.27,200000,0.008795669,0.028377751,0.016874058,0.283149736,0.398634972,0.339028279,0.373417693,0.499292423,0.436683103,0.118314913,0.232572483,0.171834289,0.011090933,0.050479795,0.026728949,0.001219963,0.012174939,0.004935269,0.003916053,0.001356971,0.008238624,0.203498507,0.148005004,0.266432106,0.031664218,0.014892692,0.055694328,24.7,24.8,26.6,24.8,54.9,,,3.7,
Slovakia,SVK,14,179,9,204,23,586,216,0.844,28.1,,18140,,,Women,24.81730235,26.33653122,25.57,200000,0.041511931,0.096328492,0.065739398,0.356407478,0.472300051,0.412782217,0.241022177,0.348634153,0.29530748,0.093629337,0.194436332,0.141254638,0.023127819,0.079126948,0.046647484,0.003837855,0.026411308,0.011969566,0.026299218,0.012996775,0.047367896,0.199871688,0.146964114,0.255758005,0.05861705,0.032929391,0.093694932,24.7,24.8,26.6,24.8,54.9,,,3.7,
Slovenia,SVN,19,54,11,187,30,815,170,0.885,26.2,,23090,,,Men,24.9326903,28.04814235,26.5,100000,0.010280164,0.039066263,0.021576475,0.288886773,0.414979387,0.349479392,0.36375281,0.505304307,0.435485682,0.096244604,0.225684023,0.158689346,0.007103901,0.051485734,0.023771457,0.000858777,0.015037743,0.005089917,0.005907732,0.001651167,0.014392702,0.18755072,0.122817031,0.255926364,0.028861374,0.010800665,0.05710422,25.3,22.3,24.8,22.3,54.8,,,2.5,
Slovenia,SVN,19,54,11,187,30,815,170,0.885,26.2,,23090,,,Women,24.04797887,28.90975286,26.51,100000,0.035959335,0.092953587,0.06052815,0.348594175,0.471400271,0.409376106,0.237792839,0.351222728,0.29439899,0.092049061,0.21375963,0.147040529,0.020723642,0.090128245,0.048981918,0.002958719,0.035322976,0.013718597,0.025955709,0.008791825,0.057433681,0.209741045,0.148223626,0.278634334,0.062700516,0.030917045,0.10798836,25.3,22.3,24.8,22.3,54.8,,,2.5,
Solomon Islands,SLB,14,163,22,40,36,30,59,0.539,37.1,,1790,,,Men,24.87109666,26.10152113,25.49,100000,0.015771246,0.062310673,0.033845858,0.38097665,0.552693021,0.467636213,0.245443709,0.402598936,0.322082568,0.075617691,0.196194601,0.129925936,0.007545323,0.048814331,0.022798967,0.003554601,0.03163723,0.013194111,0.010516346,0.003436428,0.023511113,0.165919015,0.106753203,0.236243268,0.035993079,0.016029382,0.066690914,43.8,37.4,48.9,38.3,52.7,,,13,
Solomon Islands,SLB,14,163,22,40,36,30,59,0.539,37.1,,1790,,,Women,26.06569879,27.59387176,26.83,100000,0.019378884,0.064493655,0.038389894,0.269632124,0.416156833,0.341912477,0.269037974,0.408176266,0.33682486,0.118192604,0.247718901,0.178775643,0.029051823,0.108049869,0.061095205,0.007199123,0.048388634,0.02209269,0.020909231,0.008505861,0.042071387,0.261963538,0.193233859,0.335341814,0.083187895,0.046087253,0.133877044,43.8,37.4,48.9,38.3,52.7,,,13,
South Africa,ZAF,12,200,17,113,29,667,173,0.675,,15.1,7330,,,Men,24.58920037,25.42346712,25,2600000,0.0672983,0.129265868,0.095424737,0.389596185,0.497179191,0.442661323,0.204371827,0.303504236,0.252728908,0.065587929,0.12936231,0.095181369,0.016898304,0.048439176,0.030027222,0.007964811,0.029383589,0.016409271,0.06756717,0.044047755,0.096236628,0.141617863,0.107002271,0.179717991,0.046436494,0.029706707,0.067166875,37,25.3,28,25.5,51.9,,,4.8,
South Africa,ZAF,12,200,17,113,29,667,173,0.675,,15.1,7330,,,Women,28.8675103,29.83133774,29.35,2600000,0.031205351,0.066410939,0.047071415,0.224354611,0.313287782,0.267832784,0.220719912,0.308176918,0.263095974,0.153428043,0.24075202,0.195374537,0.076145236,0.14351443,0.107250645,0.0585546,0.128046477,0.090366333,0.029008313,0.017770556,0.04340766,0.392991515,0.342559607,0.444640046,0.197616978,0.153608942,0.24322841,37,25.3,28,25.5,51.9,,,4.8,
Spain,ESP,20,34,13,163,33,820,122,0.875,36.2,,29400,,,Men,26.71305977,27.65104544,27.19,1200000,0.007654099,0.018665767,0.012347376,0.245957468,0.335663826,0.289382515,0.403707979,0.502983611,0.455024813,0.148995259,0.237166247,0.192722944,0.023344056,0.060156537,0.039176545,0.003309708,0.015370419,0.008114997,0.00323081,0.001595974,0.005604329,0.240014486,0.194639585,0.28601775,0.047291542,0.030130515,0.068784377,11.3,14.1,23.8,14.3,60.5,,,2.5,
Spain,ESP,20,34,13,163,33,820,122,0.875,36.2,,29400,,,Women,24.63692738,25.74865603,25.19,1200000,0.030438129,0.066243678,0.045872658,0.34381002,0.440117212,0.391372321,0.273353372,0.365755819,0.318381133,0.118871138,0.198481631,0.157036944,0.031910628,0.07634697,0.052359395,0.010978042,0.036582619,0.021520704,0.013456844,0.007531615,0.022073278,0.230917044,0.189195254,0.274648529,0.073880099,0.050992548,0.100373019,11.3,14.1,23.8,14.3,60.5,,,2.5,
Sri Lanka,LKA,15,137,23,29,38,183,32,0.759,,26,3490,,,Men,21.74648851,22.8889059,22.31,2400000,0.111024237,0.219921307,0.162087774,0.439858998,0.569502893,0.504065695,0.109029082,0.202589742,0.151954562,0.010514682,0.038443838,0.021534056,0.00065255,0.005618102,0.00228448,7.77E-05,0.001511474,0.000475426,0.157598007,0.097454724,0.224927944,0.024293961,0.012867728,0.041603411,0.002759906,0.000981662,0.006156996,25.3,30.5,33.2,30.6,21.3,,,11.6,
Sri Lanka,LKA,15,137,23,29,38,183,32,0.759,,26,3490,,,Women,22.82189128,24.11693435,23.47,2400000,0.09188314,0.177330973,0.131693579,0.413321302,0.530963658,0.472073286,0.15572368,0.243095905,0.196923277,0.03095825,0.083450627,0.053231621,0.003802009,0.018320068,0.009425473,0.000771413,0.006588577,0.002738723,0.13391404,0.083534838,0.196074597,0.065395818,0.041568159,0.096807712,0.012164197,0.00580202,0.02152047,25.3,30.5,33.2,30.6,21.3,,,11.6,
Sudan,SDN,21,8,21,43,42,-18,1,0.475,,,1220,,,Men,21.67125471,24.64716814,23.15,9300000,0.095243449,0.228056507,0.156418262,0.453927844,0.611642485,0.533563042,0.10992915,0.217333772,0.15982171,0.013034498,0.057071665,0.030246348,0.000703297,0.009586356,0.003466672,7.51E-05,0.002945836,0.000759824,0.115724143,0.051522643,0.197340232,0.034472844,0.016688395,0.061884838,0.004226496,0.001147395,0.010638192,59.7,29,34.1,29.5,,,,25.2,
